,Q1_1,Q1_2,Q1_4,Q3_1,Q3_2,Q3_3,Q9,Q2,Q8_1,Q8_2,Q8_99,Q6ax1_1,Q6ax3_2,Q7_1,Q7_2,Q7_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_8,Q14_99,Q15_2,Q15_3,Q15_5,Q15_7,Q15_8,Q15_10,Q15_99,Q10_2
1023,1,0,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,1.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1024,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,4.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1025,0,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Somewhat agree,Strongly agree,Strongly disagree,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1026,0,1,0,1,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1027,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1028,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,4.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1029,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,5.0,Somewhat agree,Strongly agree,Strongly agree,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1030,1,1,0,1,0,0,Somewhat familiar,"More than 50,000",1,1,0,0.0,0.0,Somewhat agree,Strongly agree,Strongly disagree,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1031,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1032,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1033,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1034,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1035,1,0,0,1,0,0,Somewhat familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1037,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1038,0,1,0,1,0,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly disagree,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1039,1,0,0,1,1,0,Somewhat familiar,"Less than 10,000",1,0,0,2.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1041,0,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1042,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly disagree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1043,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1044,0,0,1,0,0,1,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1045,0,0,1,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
1046,1,0,0,1,1,0,Not at all familiar,"20,001-50,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1047,1,0,0,0,0,0,Very familiar,"10,000-20,000",1,0,0,2.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1048,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,1.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1049,0,1,0,1,1,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1050,1,1,0,0,1,1,Somewhat familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1051,1,0,0,0,1,1,Somewhat familiar,"20,001-50,000",0,0,1,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
1052,0,0,1,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1053,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1054,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1055,1,0,0,0,1,0,Very familiar,"More than 50,000",0,0,1,3.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1056,1,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly disagree,Strongly agree,Somewhat agree,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1057,0,1,0,1,0,0,Somewhat familiar,"Less than 10,000",1,1,0,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1058,1,1,0,1,1,0,Very familiar,"Less than 10,000",1,1,0,5.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1059,1,1,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,5.0,0.0,Somewhat agree,Strongly disagree,Somewhat agree,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1060,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1061,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly disagree,Neither agree nor disagree,Strongly disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1062,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1063,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1064,1,0,0,0,1,0,Somewhat familiar,"20,001-50,000",1,1,0,3.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1065,0,1,0,1,0,0,Not at all familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,0,1,0,1,0,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1067,1,0,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,0,0,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,4.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
1069,0,1,0,0,1,0,Very familiar,"20,001-50,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1070,0,1,0,1,0,0,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1071,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1072,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1073,1,0,0,0,0,0,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1074,0,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1075,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1076,1,1,0,0,1,0,Not at all familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly disagree,Somewhat disagree,Strongly disagree,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1077,0,1,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1078,1,0,0,0,1,0,Very familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat agree,Somewhat disagree,Strongly disagree,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1079,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1080,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,1,0,3.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1081,0,1,1,0,1,0,Somewhat familiar,"20,001-50,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1082,0,1,0,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1083,0,1,0,0,1,0,Very familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1084,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,0.0,0.0,Somewhat agree,Somewhat agree,Strongly agree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1085,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1086,1,0,0,1,0,0,Not at all familiar,"20,001-50,000",1,0,0,5.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1087,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,2.0,0.0,Somewhat agree,Strongly disagree,Strongly disagree,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1088,1,0,0,1,1,0,Somewhat familiar,"More than 50,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1089,1,1,0,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,4.0,0.0,Somewhat disagree,Somewhat agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1090,0,0,1,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1091,1,1,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1092,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1093,0,1,0,0,0,1,Somewhat familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1094,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1095,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,4.0,4.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
1096,1,0,1,0,0,1,Somewhat familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1097,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,1.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1098,1,0,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,1,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1100,1,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,1.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1101,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,1,0,5.0,0.0,Strongly disagree,Strongly disagree,Strongly disagree,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1102,1,1,0,1,0,0,Very familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1103,1,1,0,1,1,0,Somewhat familiar,"20,001-50,000",1,1,0,4.0,0.0,Strongly disagree,Neither agree nor disagree,Strongly agree,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1104,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1105,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1106,1,0,0,1,0,0,Not at all familiar,"Less than 10,000",1,0,0,4.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1107,1,1,0,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,3.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
1108,0,1,1,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
1109,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1110,1,0,0,0,1,0,Somewhat familiar,"10,000-20,000",0,0,1,0.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1111,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",0,0,1,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1112,0,1,0,0,0,1,Very familiar,"10,000-20,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1113,0,1,0,1,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1114,1,1,0,0,0,1,Very familiar,"20,001-50,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Strongly disagree,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1115,1,0,0,1,0,0,Very familiar,"20,001-50,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1116,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Strongly agree,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1117,1,1,0,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1118,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1119,1,0,0,1,0,0,Somewhat familiar,"10,000-20,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1120,1,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,3.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1121,0,1,0,1,1,1,Not at all familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
1122,1,0,0,0,1,0,Somewhat familiar,"10,000-20,000",1,0,0,4.0,0.0,Strongly agree,Somewhat agree,Strongly agree,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1123,0,1,0,0,1,0,Somewhat familiar,"10,000-20,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1124,1,1,0,0,1,1,Very familiar,"20,001-50,000",0,0,1,5.0,0.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1125,0,1,0,1,1,0,Somewhat familiar,"20,001-50,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1126,1,1,0,0,1,0,Very familiar,"20,001-50,000",1,0,0,2.0,0.0,Somewhat agree,Strongly agree,Somewhat disagree,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1127,1,0,0,0,1,0,Not at all familiar,"10,000-20,000",0,0,1,0.0,0.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1128,0,1,0,0,1,0,Somewhat familiar,Unsure,1,0,0,0.0,0.0,Strongly agree,Neither agree nor disagree,Strongly agree,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
1129,0,1,0,0,1,0,Very familiar,"10,000-20,000",1,0,0,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1130,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,4.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
1131,0,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,0.0,4.0,Strongly agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1132,1,0,1,1,1,0,Somewhat familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1133,0,1,0,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1134,1,1,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1135,1,0,0,0,0,1,Very familiar,"10,000-20,000",1,0,0,2.0,3.0,Strongly agree,Strongly agree,Somewhat disagree,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1136,1,1,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,1.0,0.0,Strongly agree,Somewhat agree,Neither agree nor disagree,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1137,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1138,0,1,0,0,1,0,Very familiar,"Less than 10,000",1,1,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1139,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",0,0,1,3.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1140,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,3.0,0.0,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1141,0,1,0,1,1,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Neither agree nor disagree,Somewhat agree,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1142,1,0,0,0,1,0,Not at all familiar,"Less than 10,000",1,0,0,1.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
1143,0,1,0,1,0,0,Somewhat familiar,"Less than 10,000",0,0,1,0.0,0.0,Somewhat agree,Strongly agree,Somewhat agree,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1144,1,0,0,1,1,0,Not at all familiar,"10,000-20,000",1,0,0,5.0,0.0,Somewhat agree,Strongly agree,Somewhat disagree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1145,0,1,0,1,0,0,Very familiar,"Less than 10,000",1,0,0,0.0,0.0,Neither agree nor disagree,Somewhat agree,Somewhat disagree,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1146,1,1,0,0,1,0,Not at all familiar,"20,001-50,000",0,0,1,5.0,0.0,Somewhat agree,Somewhat agree,Somewhat agree,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1147,1,1,0,1,1,0,Very familiar,"Less than 10,000",0,0,1,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1148,1,0,0,1,1,0,Somewhat familiar,"10,000-20,000",0,0,1,5.0,0.0,Strongly disagree,Somewhat disagree,Somewhat disagree,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1149,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1150,1,0,0,1,1,0,Very familiar,"10,000-20,000",1,0,0,5.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1151,1,0,0,1,0,0,Not at all familiar,"10,000-20,000",1,0,0,2.0,0.0,Strongly agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1152,1,0,0,0,0,1,Not at all familiar,"Less than 10,000",0,0,1,2.0,0.0,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1153,0,1,0,1,0,0,Very familiar,"20,001-50,000",0,0,1,0.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1154,0,1,0,0,1,0,Somewhat familiar,"Less than 10,000",1,0,0,0.0,0.0,Strongly agree,Strongly agree,Somewhat agree,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1155,1,1,0,1,1,0,Very familiar,"More than 50,000",1,0,0,5.0,0.0,Strongly agree,Somewhat agree,Somewhat agree,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1156,1,0,1,1,0,0,Somewhat familiar,"20,001-50,000",0,0,1,5.0,0.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1157,1,1,0,1,1,0,Very familiar,"20,001-50,000",1,0,0,1.0,0.0,Strongly agree,Strongly agree,Somewhat disagree,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
